survey,site,cell,adult,tadpole,subadult,water,year,surv,date,fish,depth,elev,basin,surveyyear
6735,1966,41,0,0,7,1.64,16,1,167,No,-0.189885031,-1.33251061,1,
6778,1970,69,0,0,0,1.64,16,1,183,SFL,-0.562257436,-0.67766775,1,
6785,1971,64,0,0,0,1.64,16,1,183,SFL,-0.512607782,-0.702757514,1,
6804,1973,47,0,0,0,1.64,16,1,162,SFL,-0.189885031,-1.590935187,1,
6859,1981,71,0,0,0,1.64,16,1,184,SF,0.182487374,0.366066465,0,
6869,1984,37,0,0,0,1.64,16,1,179,No,-0.438133301,0.052444405,1,
6879,1986,43,0,0,1,1.64,16,1,241,No,0.008713585,0.366066465,1,
6891,1988,43,23,91,52,1.64,16,1,241,SFL,0.182487374,0.551730724,1,
6924,2000,75,0,0,0,1.64,16,1,182,SFL,-0.36365882,-0.592362549,1,
6933,2001,41,0,0,1,1.64,16,1,164,No,-0.314009166,-1.628569834,1,
6945,2002,88,0,0,0,1.64,16,1,204,No,-0.562257436,0.657107736,0,
6964,2005,123,0,0,8,1.64,16,1,219,No,0.182487374,-0.725338303,0,
6972,2006,123,0,0,0,1.64,16,1,219,No,-0.438133301,-0.71279342,0,
6982,2007,123,0,0,0,1.64,16,1,219,No,-0.462958128,-0.705266491,0,
7012,2017,64,0,0,0,1.64,16,1,183,SFL,-0.289184339,-0.700248538,1,
7036,2024,93,0,0,0,1.64,16,1,197,No,-0.562257436,0.381120324,0,
7060,2033,118,0,0,0,1.64,16,1,192,No,-0.438133301,-0.088058277,0,
7081,2039,88,0,0,0,1.64,16,1,204,SFL,-0.487782955,0.627000019,0,
7088,2040,88,0,0,0,1.64,16,1,204,No,-0.438133301,0.609437183,0,
7100,2041,75,0,0,0,1.64,16,1,182,No,-0.065760896,-0.444332937,1,
7110,2044,93,0,0,0,1.64,16,1,197,No,-0.562257436,0.478970406,0,
7116,2045,32,13,1238,1,1.64,16,1,178,No,0.182487374,0.526640959,1,
7117,2045,32,48,1841,15,1.64,16,2,185,No,0.182487374,0.526640959,1,
7118,2045,32,24,203,107,1.64,16,3,211,No,0.182487374,0.526640959,1,
7119,2045,32,20,45,40,1.64,16,4,239,No,0.182487374,0.526640959,1,
7120,2045,32,2,14,0,1.64,16,5,261,No,0.182487374,0.526640959,1,
7141,2046,93,0,0,0,1.64,16,1,197,SFL,-0.562257436,0.664634666,0,
7148,2047,93,0,0,0,1.64,16,1,196,No,-0.562257436,0.672161595,0,
7166,2051,88,0,0,0,1.64,16,1,204,No,-0.562257436,0.652089783,0,
7172,2052,88,0,0,0,1.64,16,1,204,No,-0.562257436,0.61194616,0,
7229,2068,72,0,0,0,1.64,16,1,209,No,-0.562257436,1.374675009,0,
7237,2070,114,2,65,9,1.64,16,1,233,No,-0.264359512,0.599401277,0,
7248,2071,114,10,17,125,1.64,16,1,233,No,-0.189885031,0.624491042,0,
7249,2071,114,5,1,10,1.64,16,2,255,No,-0.189885031,0.624491042,0,
7256,2073,41,0,0,0,1.64,16,1,166,No,-0.562257436,-1.164409186,1,
7263,2074,72,0,0,0,1.64,16,1,210,SFL,-0.413308474,1.093669643,0,
7271,2075,123,0,0,0,1.64,16,1,219,No,-0.487782955,-0.722829326,0,
7281,2077,103,0,0,0,1.64,16,1,222,No,-0.562257436,0.335958747,0,
7291,2078,72,0,0,0,1.64,16,1,210,No,-0.562257436,1.206573585,0,
7296,2079,75,0,0,0,1.64,16,1,182,No,-0.537432609,-0.421752149,1,
7305,2080,88,0,0,0,1.64,16,1,204,No,-0.562257436,0.65459876,0,
7306,2081,72,0,0,0,1.64,16,1,210,No,-0.562257436,1.194028702,0,
7320,2083,32,0,6,0,1.64,16,1,179,No,-0.314009166,0.361048512,1,
7321,2083,32,0,29,1,1.64,16,2,186,No,-0.314009166,0.361048512,1,
7334,2084,83,12,0,1,1.64,16,1,189,No,0.182487374,1.221627444,0,
7335,2084,83,7,0,0,1.64,16,2,210,No,0.182487374,1.221627444,0,
7345,2085,72,0,0,0,1.64,16,1,209,No,-0.438133301,1.354603197,0,
7362,2086,83,10,0,0,1.64,16,1,210,No,0.182487374,1.221627444,0,
7369,2086,83,12,450,0,1.64,16,2,189,No,0.182487374,1.221627444,0,
7400,2099,93,0,0,0,1.64,16,1,197,SFL,-0.487782955,0.672161595,0,
7407,2100,93,0,0,0,1.64,16,1,197,SFL,-0.388483647,0.03488157,0,
7426,2104,93,0,0,0,1.64,16,1,197,No,-0.562257436,0.619473089,0,
7434,2105,93,0,0,0,1.64,16,1,197,No,-0.438133301,0.616964113,0,
7448,2109,118,1,7,0,1.64,16,1,193,SFL,0.182487374,-0.085549301,0,
7463,2110,118,0,0,0,1.64,16,1,192,No,-0.189885031,-0.088058277,0,
7485,2116,93,0,0,0,1.64,16,1,197,No,-0.438133301,0.478970406,0,
7508,2125,72,21,5,22,1.64,16,1,252,No,-0.388483647,1.565357221,0,
7514,2128,117,0,0,0,1.64,16,1,206,No,-0.264359512,-1.249714386,0,
7525,2129,117,0,0,0,1.64,16,1,206,No,-0.140235377,-1.244696433,0,
7560,2139,113,6,38,34,1.64,16,1,191,No,0.182487374,-0.635015149,0,
7561,2139,113,4,10,35,1.64,16,2,229,No,0.182487374,-0.635015149,0,
7562,2139,113,2,0,9,1.64,16,3,259,No,0.182487374,-0.635015149,0,
7571,2139,113,3,91,7,1.64,16,4,174,No,0.182487374,-0.635015149,0,
7615,2148,114,0,21,1,1.64,16,1,233,No,-0.214709858,0.644562854,0,
7616,2148,114,0,13,8,1.64,16,2,254,No,-0.214709858,0.644562854,0,
7624,2149,114,0,12,2,1.64,16,1,233,No,-0.314009166,0.403701112,0,
7625,2149,114,4,6,8,1.64,16,2,254,No,-0.314009166,0.403701112,0,
7631,2150,114,0,154,7,1.64,16,1,254,No,0.182487374,0.388647253,0,
7637,2150,114,0,220,1,1.64,16,2,233,No,0.182487374,0.388647253,0,
7648,2152,81,0,0,0,1.64,16,1,205,No,0.182487374,0.800119395,1,
7678,2154,77,0,0,0,1.64,16,1,149,SFL,-0.314009166,0.285779218,0,
73,26,98,0,0,0,1.06,17,1,195,SFL,0.430735645,0.403701112,0,
104,36,31,0,0,0,1.06,17,1,191,No,-0.189885031,-0.49200349,1,
134,43,43,0,0,0,1.06,17,1,232,No,0.058363239,0.51911403,1,
163,49,72,0,0,0,1.06,17,1,242,No,0.654159088,1.740985574,0,
182,55,75,0,0,0,1.06,17,1,188,No,-0.165060204,-0.032860795,1,
219,68,31,0,0,0,1.06,17,1,190,No,-0.562257436,0.2130189,1,
346,105,36,0,0,0,1.06,17,1,179,No,-0.487782955,-0.813152479,1,
361,108,31,0,0,0,1.06,17,1,190,No,-0.487782955,-0.017806936,1,
383,114,72,12,245,3,1.06,17,1,242,No,-0.264359512,1.587938009,0,
384,114,72,32,233,10,1.06,17,2,246,No,-0.264359512,1.587938009,0,
409,121,76,0,0,0,1.06,17,1,171,No,0.232137028,0.456389618,1,
468,144,118,1,0,5,1.06,17,1,206,No,0.604509434,-0.09307623,0,
499,153,41,1,5,0,1.06,17,1,162,No,-0.562257436,-1.224624622,1,
512,154,114,0,320,3,1.06,17,1,217,No,0.232137028,0.579329465,0,
546,163,37,0,1330,1,1.06,17,1,192,No,0.604509434,-0.062968513,1,
584,174,60,11,61,1,1.06,17,1,174,No,0.678983915,0.564275607,1,
591,176,72,0,0,0,1.06,17,1,242,No,0.430735645,1.740985574,0,
629,186,31,0,0,0,1.06,17,1,178,No,-0.388483647,-0.828206338,1,
652,193,72,0,0,0,1.06,17,1,242,No,-0.016111242,1.863925422,0,
691,203,83,0,0,0,1.06,17,1,241,No,0.232137028,1.221627444,0,
725,213,72,0,1,0,1.06,17,1,247,No,2.118823881,1.986865269,0,
803,228,41,1,20,0,1.06,17,1,161,No,-0.314009166,-1.302402892,1,
804,228,41,2,60,8,1.06,17,2,202,No,-0.314009166,-1.302402892,1,
823,232,31,0,0,0,1.06,17,1,178,No,-0.487782955,-0.79809862,1,
843,235,31,0,0,0,1.06,17,1,191,SFL,0.927232185,-0.409207266,1,
923,258,117,1,1,0,1.06,17,1,163,No,0.654159088,-1.19702588,0,
924,258,117,1,1,0,1.06,17,2,170,No,0.654159088,-1.19702588,0,
925,258,117,0,0,2,1.06,17,3,221,No,0.654159088,-1.19702588,0,
926,258,117,0,0,0,1.06,17,4,235,No,0.654159088,-1.19702588,0,
927,258,117,0,0,2,1.06,17,5,260,No,0.654159088,-1.19702588,0,
989,279,117,4,0,6,1.06,17,1,233,No,1.597502514,-1.545773611,0,
1050,296,117,1,0,0,1.06,17,1,163,No,2.863568691,-1.171936116,0,
1051,296,117,0,2,0,1.06,17,2,170,No,2.863568691,-1.171936116,0,
1052,296,117,0,0,9,1.06,17,3,221,No,2.863568691,-1.171936116,0,
1053,296,117,5,0,2,1.06,17,4,235,No,2.863568691,-1.171936116,0,
1054,296,117,0,0,1,1.06,17,5,260,No,2.863568691,-1.171936116,0,
1074,298,123,3,145,0,1.06,17,1,175,No,0.182487374,-0.730356256,0,
1091,301,103,0,0,0,1.06,17,1,204,No,0.232137028,0.3836293,0,
1125,311,41,0,0,0,1.06,17,1,163,No,-0.562257436,-1.392726045,1,
1168,323,41,0,8,0,1.06,17,1,162,No,-0.562257436,-1.194516904,1,
1184,328,114,0,0,0,1.06,17,1,218,No,-0.462958128,0.2130189,0,
1226,338,72,0,0,0,1.06,17,1,240,SFL,1.994699746,1.467507138,0,
1244,340,36,0,0,0,1.06,17,1,179,No,-0.140235377,-0.903475632,1,
1262,344,72,0,37,1,1.06,17,1,242,No,-0.314009166,1.374675009,0,
1263,344,72,34,263,27,1.06,17,2,246,No,-0.314009166,1.374675009,0,
1272,345,25,0,0,0,1.06,17,1,179,No,-0.388483647,-0.775517832,1,
1296,352,117,2,0,0,1.06,17,1,234,SF,2.29259767,-1.23967848,0,
1319,357,43,0,0,0,1.06,17,1,232,SF,1.175480455,0.534167889,1,
1378,376,37,0,4,0,1.06,17,1,192,SFL,0.182487374,-0.170854501,1,
1402,382,123,12,25,23,1.06,17,1,220,SFL,3.906211425,-0.830715315,0,
1406,382,123,0,0,0,1.06,17,2,162,SFL,3.906211425,-0.830715315,0,
1408,382,123,2,0,0,1.06,17,3,169,SFL,3.906211425,-0.830715315,0,
1410,382,123,1,0,39,1.06,17,4,259,SFL,3.906211425,-0.830715315,0,
1426,388,123,0,2,13,1.06,17,1,259,SFL,3.360065231,-0.79809862,0,
1430,388,123,0,0,3,1.06,17,2,161,SFL,3.360065231,-0.79809862,0,
1463,399,88,0,0,0,1.06,17,1,245,SF,0.877582531,0.792592466,0,
1497,407,103,0,0,0,1.06,17,1,203,SF,3.161466615,0.117677794,0,
1498,408,104,3,0,2,1.06,17,1,205,SF,3.409714885,0.915532313,0,
1524,413,36,4,3,0,1.06,17,1,178,No,-0.314009166,-0.783044762,1,
1559,422,117,10,0,16,1.06,17,1,236,SF,4.03033556,-1.515665893,0,
1571,425,125,0,0,0,1.06,17,1,217,No,-0.487782955,0.672161595,0,
1580,426,72,0,2102,60,1.06,17,1,247,No,3.161466615,1.894033139,0,
1605,433,55,14,4730,40,1.06,17,1,220,No,1.175480455,1.143849173,1,
1619,434,41,0,0,0,1.06,17,1,163,No,-0.562257436,-1.377672187,1,
1639,437,41,0,0,0,1.06,17,1,165,No,-0.537432609,-1.317456751,1,
1657,441,43,1,0,0,1.06,17,1,232,No,1.175480455,0.521623006,1,
1671,443,72,0,0,0,1.06,17,1,240,SF,0.678983915,1.098687596,0,
1677,444,31,0,0,0,1.06,17,1,190,SF,0.877582531,0.042408499,1,
1807,488,93,0,0,0,1.06,17,1,222,SF,1.920225265,0.672161595,0,
1834,490,41,0,0,0,1.06,17,1,167,SFL,-0.189885031,-1.485558175,1,
1841,491,98,0,0,0,1.06,17,1,229,SF,2.0443494,0.16283937,0,
1865,498,103,0,0,0,1.06,17,1,203,SF,3.409714885,0.371084418,0,
1901,505,125,0,0,0,1.06,17,1,219,No,-0.438133301,0.2130189,0,
1956,520,125,0,0,0,1.06,17,1,219,No,-0.487782955,0.273234335,0,
2015,541,41,1,2,0,1.06,17,1,165,No,-0.189885031,-1.347564469,1,
2030,541,41,7,3,0,1.06,17,2,202,No,-0.189885031,-1.347564469,1,
2042,542,25,0,0,0,1.06,17,1,180,SFL,-0.140235377,-1.194516904,1,
2057,547,32,2,0,0,1.06,17,1,175,No,-0.438133301,0.609437183,1,
2058,547,32,19,0,0,1.06,17,2,190,No,-0.438133301,0.609437183,1,
2059,547,32,57,0,2,1.06,17,3,238,No,-0.438133301,0.609437183,1,
2106,564,117,0,3,0,1.06,17,1,235,No,-0.314009166,-1.224624622,0,
2123,571,88,0,0,0,1.06,17,1,245,SFL,-0.512607782,0.792592466,0,
2131,573,125,0,0,0,1.06,17,1,219,No,-0.438133301,0.273234335,0,
2159,583,118,1,0,0,1.06,17,1,206,No,-0.487782955,0.027354641,0,
2179,588,117,0,0,0,1.06,17,1,235,No,-0.165060204,-1.224624622,0,
2242,609,88,0,0,0,1.06,17,1,209,No,-0.537432609,0.609437183,0,
2299,630,43,0,0,0,1.06,17,1,232,No,-0.512607782,0.51911403,1,
2306,631,88,0,0,0,1.06,17,1,208,No,-0.512607782,0.609437183,0,
2315,632,88,0,0,0,1.06,17,1,209,No,-0.537432609,0.609437183,0,
2327,633,125,0,0,0,1.06,17,1,219,No,-0.487782955,0.273234335,0,
2338,635,118,2,0,0,1.06,17,1,206,No,-0.413308474,0.090079052,0,
2400,659,117,1,0,0,1.06,17,1,233,No,-0.264359512,-1.530719752,0,
2417,664,125,0,0,0,1.06,17,1,219,No,-0.413308474,0.2130189,0,
2443,673,118,0,0,0,1.06,17,1,206,No,-0.413308474,0.059971335,0,
2459,677,125,0,0,0,1.06,17,1,219,No,-0.36365882,0.273234335,0,
2512,697,88,0,0,0,1.06,17,1,209,No,-0.487782955,0.609437183,0,
2560,713,72,0,0,0,1.06,17,1,240,No,-0.512607782,1.221627444,0,
2589,723,117,0,0,0,1.06,17,1,235,No,-0.36365882,-1.224624622,0,
2597,724,118,0,0,0,1.06,17,1,206,No,-0.512607782,0.090079052,0,
2614,727,88,0,0,0,1.06,17,1,209,No,-0.487782955,0.609437183,0,
2637,728,103,0,0,0,1.06,17,1,203,No,-0.438133301,0.396174183,0,
2673,741,88,0,0,0,1.06,17,1,208,No,-0.512607782,0.639544901,0,
2690,744,72,1,0,0,1.06,17,1,242,No,-0.314009166,1.710877857,0,
2770,771,43,0,0,0,1.06,17,1,232,No,-0.512607782,0.521623006,1,
2823,791,43,0,0,0,1.06,17,1,231,No,-0.438133301,1.091160667,1,
2840,795,37,0,0,0,1.06,17,1,192,No,-0.388483647,-0.170854501,1,
2921,827,113,0,0,0,1.06,17,1,163,No,-0.438133301,-0.559745855,0,
2922,827,113,0,0,0,1.06,17,2,259,No,-0.438133301,-0.559745855,0,
2929,829,88,0,0,0,1.06,17,1,209,No,-0.537432609,0.609437183,0,
2965,839,43,0,0,0,1.06,17,1,231,No,-0.537432609,1.161412008,1,
2989,845,31,0,0,0,1.06,17,1,191,No,-0.314009166,-0.552218926,1,
3009,849,125,0,0,0,1.06,17,1,219,No,-0.140235377,0.2130189,0,
3026,854,43,0,0,0,1.06,17,1,232,No,-0.512607782,0.51911403,1,
3075,872,125,0,0,0,1.06,17,1,219,No,-0.388483647,0.243126618,0,
3083,873,37,0,0,0,1.06,17,1,192,No,-0.438133301,-0.18590836,1,
3129,890,31,0,0,0,1.06,17,1,191,No,-0.388483647,-0.461895773,1,
3142,895,117,0,0,0,1.06,17,1,221,No,-0.065760896,-1.164409186,0,
3143,895,117,0,0,0,1.06,17,2,260,No,-0.065760896,-1.164409186,0,
3147,895,117,0,0,0,1.06,17,3,163,No,-0.065760896,-1.164409186,0,
3162,898,118,0,0,0,1.06,17,1,206,No,-0.462958128,0.059971335,0,
3183,906,118,0,0,0,1.06,17,1,206,No,-0.487782955,-0.09307623,0,
3250,933,117,0,0,0,1.06,17,1,234,No,-0.338833993,-1.224624622,0,
3259,936,118,0,0,0,1.06,17,1,206,No,-0.512607782,-0.09307623,0,
3294,950,117,0,0,0,1.06,17,1,235,No,-0.189885031,-1.224624622,0,
3308,954,88,0,0,0,1.06,17,1,245,No,-0.413308474,0.822700184,0,
3343,968,118,0,0,0,1.06,17,1,206,No,-0.487782955,-0.09307623,0,
3366,976,117,0,0,0,1.06,17,1,162,No,-0.264359512,-1.164409186,0,
3367,976,117,0,0,0,1.06,17,2,260,No,-0.264359512,-1.164409186,0,
3377,977,32,0,0,0,1.06,17,1,193,No,-0.438133301,-0.052932607,1,
3394,981,43,0,0,0,1.06,17,1,232,No,-0.438133301,0.526640959,1,
3401,982,123,0,0,0,1.06,17,1,176,No,-0.438133301,-0.735374209,0,
3418,984,123,0,0,0,1.06,17,1,176,No,-0.512607782,-0.735374209,0,
3434,990,117,0,0,2,1.06,17,1,233,No,-0.165060204,-1.530719752,0,
3460,996,125,0,0,0,1.06,17,1,219,No,-0.314009166,0.2130189,0,
3490,1007,88,0,0,0,1.06,17,1,245,SFL,-0.487782955,0.792592466,0,
3525,1020,118,1,0,0,1.06,17,1,206,No,-0.462958128,-0.09307623,0,
3555,1030,88,0,0,0,1.06,17,1,208,No,-0.512607782,0.639544901,0,
3574,1035,72,3,110,0,1.06,17,1,242,No,-0.487782955,1.557830292,0,
3575,1035,72,6,220,4,1.06,17,2,246,No,-0.487782955,1.557830292,0,
3592,1041,108,0,0,0,1.06,17,1,204,No,-0.512607782,0.027354641,0,
3609,1045,117,2,0,0,1.06,17,1,233,SFL,-0.314009166,-1.515665893,0,
3680,1069,55,2,47,9,1.06,17,1,220,No,-0.140235377,1.161412008,1,
3711,1077,114,0,18,14,1.06,17,1,218,No,0.182487374,0.732377031,0,
3764,1097,123,0,0,0,1.06,17,1,175,No,-0.438133301,-0.735374209,0,
3786,1101,118,0,0,0,1.06,17,1,206,No,-0.413308474,-0.002753077,0,
3810,1110,117,5,0,2,1.06,17,1,234,No,-0.11541055,-1.23967848,0,
3842,1122,88,0,0,0,1.06,17,1,245,No,-0.487782955,0.792592466,0,
3958,1167,72,0,0,0,1.06,17,1,242,No,-0.388483647,1.710877857,0,
4056,1203,88,0,0,0,1.06,17,1,208,SFL,-0.388483647,0.609437183,0,
4064,1205,88,0,0,0,1.06,17,1,245,No,-0.264359512,1.161412008,0,
4100,1219,118,5,0,2,1.06,17,1,206,No,-0.388483647,-0.085549301,0,
4114,1223,118,2,0,2,1.06,17,1,206,No,0.356261163,-0.09307623,0,
4142,1231,55,13,0,14,1.06,17,1,220,No,-0.314009166,1.161412008,1,
4160,1237,117,1,0,1,1.06,17,1,233,No,-0.289184339,-1.500612034,0,
4209,1251,55,1,140,9,1.06,17,1,220,No,-0.264359512,1.161412008,1,
4274,1276,72,0,0,0,1.06,17,1,242,No,-0.462958128,1.710877857,0,
4313,1291,118,0,0,0,1.06,17,1,206,No,-0.11541055,0.059971335,0,
4399,1320,76,21,4,33,1.06,17,1,186,No,0.356261163,0.792592466,0,
4408,1322,75,0,0,0,1.06,17,1,188,No,-0.413308474,-1.287349033,1,
4441,1335,43,0,0,0,1.06,17,1,232,No,0.058363239,0.51911403,1,
4523,1365,117,0,0,0,1.06,17,1,235,No,-0.314009166,-1.224624622,0,
4531,1366,123,0,0,0,1.06,17,1,175,No,-0.462958128,-0.705266491,0,
4606,1395,55,2,10,5,1.06,17,1,220,No,-0.314009166,1.143849173,1,
4640,1402,113,0,0,0,1.06,17,1,163,No,-0.264359512,-0.597380502,0,
4641,1402,113,1,0,0,1.06,17,2,170,No,-0.264359512,-0.597380502,0,
4642,1402,113,0,0,0,1.06,17,3,217,No,-0.264359512,-0.597380502,0,
4643,1402,113,1,0,0,1.06,17,4,259,No,-0.264359512,-0.597380502,0,
4666,1407,125,0,0,0,1.06,17,1,219,No,-0.36365882,0.12018677,0,
4680,1409,72,0,905,4,1.06,17,1,242,No,-0.388483647,1.587938009,0,
4681,1409,72,2,950,21,1.06,17,2,246,No,-0.388483647,1.587938009,0,
4766,1442,32,1,0,0,1.06,17,1,193,No,-0.562257436,0.037390546,1,
4800,1454,31,0,0,0,1.06,17,1,191,No,-0.264359512,-0.276231513,1,
4822,1456,32,0,0,0,1.06,17,1,175,No,-0.264359512,0.556748677,1,
4823,1456,32,17,4,0,1.06,17,2,190,No,-0.264359512,0.556748677,1,
4824,1456,32,6,50,11,1.06,17,3,238,No,-0.264359512,0.556748677,1,
4843,1461,31,0,0,0,1.06,17,1,190,SFL,-0.065760896,0.037390546,1,
4885,1477,55,2,0,0,1.06,17,1,220,No,-0.438133301,1.176465867,1,
4918,1486,88,0,0,0,1.06,17,1,208,No,-0.512607782,0.579329465,0,
4955,1496,55,1,0,0,1.06,17,1,220,No,-0.314009166,1.161412008,1,
4989,1508,55,5,0,3,1.06,17,1,220,No,-0.388483647,1.153885079,1,
4999,1509,43,0,0,0,1.06,17,1,232,No,-0.512607782,0.556748677,1,
5017,1513,118,0,0,0,1.06,17,1,206,No,-0.016111242,0.027354641,0,
5084,1534,72,1,0,0,1.06,17,1,242,No,-0.462958128,1.710877857,0,
5122,1547,72,0,0,0,1.06,17,1,242,No,-0.140235377,1.680770139,0,
5131,1548,123,0,0,0,1.06,17,1,176,No,-0.065760896,-0.79809862,0,
5155,1554,32,2,0,0,1.06,17,1,193,No,-0.562257436,-0.017806936,1,
5194,1564,123,0,0,0,1.06,17,1,176,No,0.678983915,-0.735374209,0,
5219,1571,123,0,0,0,1.06,17,1,162,No,0.182487374,-0.828206338,0,
5220,1571,123,2,0,3,1.06,17,2,169,No,0.182487374,-0.828206338,0,
5294,1594,88,0,0,0,1.06,17,1,208,No,-0.264359512,0.639544901,0,
5435,1634,76,66,31,63,1.06,17,1,186,No,0.232137028,0.792592466,0,
5436,1634,76,121,166,92,1.06,17,2,195,No,0.232137028,0.792592466,0,
5455,1639,31,0,0,0,1.06,17,1,191,No,-0.314009166,-0.216016078,1,
5494,1651,31,0,0,0,1.06,17,1,190,No,-0.140235377,-0.002753077,1,
5530,1661,43,0,0,0,1.06,17,1,231,No,-0.065760896,1.038472161,1,
5561,1668,43,0,0,0,1.06,17,1,231,No,-0.065760896,1.038472161,1,
5568,1669,72,0,0,0,1.06,17,1,242,No,-0.388483647,1.740985574,0,
5580,1673,37,3,0,0,1.06,17,1,193,No,-0.189885031,-0.055441583,1,
5638,1688,31,0,0,0,1.06,17,1,191,No,-0.314009166,-0.216016078,1,
5720,1716,25,0,0,0,1.06,17,1,180,No,0.306611509,-1.156882257,1,
5725,1718,43,0,0,0,1.06,17,1,231,No,-0.388483647,1.098687596,1,
5783,1734,113,1,0,0,1.06,17,1,216,No,0.182487374,-0.667631844,0,
5784,1734,113,0,0,0,1.06,17,2,258,No,0.182487374,-0.667631844,0,
5793,1734,113,0,0,0,1.06,17,3,163,No,0.182487374,-0.667631844,0,
5794,1734,113,0,0,1,1.06,17,4,169,No,0.182487374,-0.667631844,0,
5805,1737,32,0,1,0,1.06,17,1,193,No,-0.264359512,0.351012606,1,
5816,1739,72,0,0,0,1.06,17,1,242,No,-0.314009166,1.710877857,0,
5831,1743,114,0,0,0,1.06,17,1,217,No,1.175480455,0.672161595,0,
5844,1748,72,1,0,1,1.06,17,1,243,No,-0.438133301,1.374675009,0,
5845,1748,72,1,0,5,1.06,17,2,247,No,-0.438133301,1.374675009,0,
5853,1749,117,0,0,0,1.06,17,1,233,No,-0.239534685,-1.530719752,0,
5898,1761,123,0,0,0,1.06,17,1,162,No,0.678983915,-0.828206338,0,
5899,1761,123,2,0,1,1.06,17,2,169,No,0.678983915,-0.828206338,0,
5900,1761,123,0,0,9,1.06,17,3,220,No,0.678983915,-0.828206338,0,
5901,1761,123,1,0,9,1.06,17,4,259,No,0.678983915,-0.828206338,0,
5951,1764,104,172,2521,60,1.06,17,1,183,No,-0.065760896,1.068579878,0,
5952,1764,104,292,3188,73,1.06,17,2,190,No,-0.065760896,1.068579878,0,
5953,1764,104,136,3320,184,1.06,17,3,223,No,-0.065760896,1.068579878,0,
5954,1764,104,373,3690,1097,1.06,17,4,228,No,-0.065760896,1.068579878,0,
5955,1764,104,282,987,840,1.06,17,5,259,No,-0.065760896,1.068579878,0,
5972,1765,117,0,0,0,1.06,17,1,163,No,0.306611509,-1.194516904,0,
5973,1765,117,0,0,0,1.06,17,2,170,No,0.306611509,-1.194516904,0,
5974,1765,117,2,0,1,1.06,17,3,221,No,0.306611509,-1.194516904,0,
5975,1765,117,0,0,0,1.06,17,4,235,No,0.306611509,-1.194516904,0,
5976,1765,117,0,0,0,1.06,17,5,260,No,0.306611509,-1.194516904,0,
6022,1779,43,0,0,0,1.06,17,1,232,No,-0.065760896,0.51911403,1,
6036,1785,125,0,0,0,1.06,17,1,219,No,0.058363239,0.39115623,0,
6146,1828,118,2,0,0,1.06,17,1,206,No,-0.512607782,-0.09307623,0,
6159,1831,103,0,0,0,1.06,17,1,204,No,-0.537432609,0.303342053,0,
6163,1832,117,0,0,0,1.06,17,1,221,No,-0.36365882,-1.164409186,0,
6164,1832,117,0,0,0,1.06,17,2,260,No,-0.36365882,-1.164409186,0,
6170,1832,117,0,0,0,1.06,17,3,163,No,-0.36365882,-1.164409186,0,
6172,1833,117,0,0,0,1.06,17,1,163,No,-0.314009166,-1.164409186,0,
6173,1833,117,0,0,0,1.06,17,2,221,No,-0.314009166,-1.164409186,0,
6174,1833,117,0,0,0,1.06,17,3,260,No,-0.314009166,-1.164409186,0,
6180,1834,117,0,0,0,1.06,17,1,162,No,-0.487782955,-1.164409186,0,
6181,1834,117,1,0,1,1.06,17,2,221,No,-0.487782955,-1.164409186,0,
6182,1834,117,0,0,0,1.06,17,3,260,No,-0.487782955,-1.164409186,0,
6188,1835,117,0,0,0,1.06,17,1,221,No,-0.36365882,-1.164409186,0,
6189,1835,117,0,0,0,1.06,17,2,260,No,-0.36365882,-1.164409186,0,
6216,1844,113,0,0,0,1.06,17,1,163,No,-0.388483647,-0.682685702,0,
6217,1844,113,0,0,0,1.06,17,2,169,No,-0.388483647,-0.682685702,0,
6218,1844,113,0,0,0,1.06,17,3,217,No,-0.388483647,-0.682685702,0,
6219,1844,113,0,0,0,1.06,17,4,258,No,-0.388483647,-0.682685702,0,
6226,1845,113,0,0,0,1.06,17,1,163,No,-0.487782955,-0.667631844,0,
6227,1845,113,0,0,0,1.06,17,2,169,No,-0.487782955,-0.667631844,0,
6228,1845,113,0,0,0,1.06,17,3,216,No,-0.487782955,-0.667631844,0,
6229,1845,113,0,0,0,1.06,17,4,258,No,-0.487782955,-0.667631844,0,
6236,1846,113,0,0,3,1.06,17,1,163,No,-0.487782955,-0.667631844,0,
6237,1846,113,0,0,4,1.06,17,2,169,No,-0.487782955,-0.667631844,0,
6238,1846,113,1,0,0,1.06,17,3,217,No,-0.487782955,-0.667631844,0,
6239,1846,113,6,8,10,1.06,17,4,220,No,-0.487782955,-0.667631844,0,
6240,1846,113,0,0,0,1.06,17,5,258,No,-0.487782955,-0.667631844,0,
6247,1847,113,0,0,0,1.06,17,1,163,No,-0.512607782,-0.667631844,0,
6248,1847,113,0,0,0,1.06,17,2,169,No,-0.512607782,-0.667631844,0,
6249,1847,113,0,0,0,1.06,17,3,216,No,-0.512607782,-0.667631844,0,
6250,1847,113,0,0,0,1.06,17,4,258,No,-0.512607782,-0.667631844,0,
6290,1859,117,0,3,0,1.06,17,1,170,No,-0.537432609,-1.194516904,0,
6291,1859,117,0,0,1,1.06,17,2,221,No,-0.537432609,-1.194516904,0,
6292,1859,117,1,0,1,1.06,17,3,235,No,-0.537432609,-1.194516904,0,
6293,1859,117,0,0,0,1.06,17,4,260,No,-0.537432609,-1.194516904,0,
